"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently.Using","Employment"
"1442","East London Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;SQL;Visual Basic (.Net)","Microsoft SQL Server","None","ASP.NET","Not Stated","None","None","Employed, full-time"
"1443","East London Campus","IT","I am a developer by profession","Developer; desktop ;enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Haskell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net)","Cosmos DB;Elasticsearch;H2;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;SQLite","Digital Ocean;Heroku;Hetzner;Microsoft Azure;Netlify","ASP.NET;ASP.NET CORE;Express;Flask;jQuery;React;Spring Boot;WordPress","Not Stated","Bing AI;ChatGPT;WolframAlpha","Writing code;Documenting code;Debugging and getting help;Testing code","Employed, part-time;Student, part-time"
"1444","East London Campus","Data Science","I am a developer by profession","Hardware Engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;Bash/Shell (all shells);C;C++;Python;SQL","SQLite","Amazon Web Services (AWS)","None","Not Stated","ChatGPT;Google Bard AI","None","Employed, full-time"
"1445","East London Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;PHP;SQL","MariaDB;MySQL","None","Laravel;React;Vue.js;WordPress","Not Stated","ChatGPT","Learning about a codebase;Writing code","Employed, full-time"
"1446","East London Campus","Computer Science","I am learning to code","Developer; QA ;test","Primary/elementary school","HTML/CSS;JavaScript;Python;Visual Basic (.Net)","Microsoft SQL Server;MongoDB","Digital Ocean;Heroku","Node.js","N/A","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code","Independent contractor, freelancer, or self-employed;Not employed, but looking for work;Student, part-time"
"1447","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Python","PostgreSQL;SQLite","Heroku","None","Information Services; IT; Software Development; Technology","ChatGPT","Writing code","Employed, full-time"
"1448","East London Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","GDScript;Go;HTML/CSS;Lua;Rust;SQL;TypeScript","MongoDB;PostgreSQL;Redis;Supabase","Amazon Web Services (AWS);Netlify;Vercel","Express;Fastify;Laravel;Next.js;Node.js;React","Other","ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code","Independent contractor, freelancer, or self-employed"
"1449","East London Campus","Computer Science","I am a developer by profession","Seni;Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;SQL","Microsoft SQL Server","Amazon Web Services (AWS);Microsoft Azure","ASP.NET CORE","Not Stated","None","None","Employed, full-time"
"1450","East London Campus","Data Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;HTML/CSS;Java;JavaScript;TypeScript","None","None","jQuery;Node.js;Svelte;Vue.js","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"1451","East London Campus","IT","I am a developer by profession","Not Stated","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C++;HTML/CSS;JavaScript;Rust","None","None","None","Information Services; IT; Software Development; Technology","ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ","Employed, full-time"
"1452","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Some college/university study without earning a degree","Bash/Shell (all shells);C;Python","None","None","None","Not Stated","ChatGPT;WolframAlpha","None","Student, full-time"
"1453","East London Campus","Data Science","I am a developer by profession","Student","Some college/university study without earning a degree","C#;C++;HTML/CSS;Java;Lisp;MATLAB;Python;SQL","Dynamodb;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean;Google Cloud","FastAPI","Not Stated","ChatGPT","Writing code","Student, full-time;Employed, part-time"
"1454","East London Campus","IT","I am a developer by profession","Cloud infrastructure engineer","Associate degree (A.A., A.S., etc.)","C;C#;C++;JavaScript;PowerShell;Python;SQL;TypeScript","Microsoft SQL Server;MongoDB;MySQL;SQLite","Amazon Web Services (AWS)","AngularJS;ASP.NET;ASP.NET CORE;Blazor;Node.js;Vue.js","Information Services; IT; Software Development; Technology","ChatGPT;WolframAlpha","None","Employed, full-time"
"1455","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net)","Microsoft SQL Server","None","ASP.NET;ASP.NET CORE;jQuery","Other","None","None","Employed, full-time"
"1456","East London Campus","Computer Science","I am a developer by profession","Developer; mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Dart;Go;HTML/CSS;JavaScript;Kotlin","MongoDB;PostgreSQL","Firebase","None","Retail and Consumer Services","None","Writing code;Testing code","Employed, full-time"
"1457","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);C;C++;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Perl;PHP;Python;Ruby;SQL;Swift;TypeScript","MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite","Digital Ocean;Heroku","Angular;jQuery;Node.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress","Not Stated","ChatGPT","None","Independent contractor, freelancer, or self-employed"
"1458","East London Campus","Computer Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;GDScript;Go;Java;Python;Rust;SQL","Dynamodb;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean","Django;FastAPI;Spring Boot","Healthcare","None","Project planning","Employed, full-time"
"1459","East London Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);PHP","MySQL","Google Cloud","None","Not Stated","None","None","Employed, full-time"
"1460","East London Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL;Swift","Cosmos DB;Microsoft SQL Server;SQLite","Microsoft Azure;Netlify","ASP.NET;ASP.NET CORE;Node.js;Vue.js","Information Services; IT; Software Development; Technology","ChatGPT","Project planning;Writing code;Documenting code;Testing code","Employed, full-time"
"1461","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineer; data","Some college/university study without earning a degree","Lua;Rust","MariaDB;MySQL","Heroku","Django","Not Stated","WolframAlpha","Learning about a codebase;Debugging and getting help;Testing code;Deployment and monitoring","Employed, full-time"
"1462","East London Campus","Data Science","I am a developer by profession","Developer; game ;graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#","None","None","None","Not Stated","None","None","Employed, full-time"
"1463","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Primary/elementary school","C#;PowerShell;SQL;TypeScript","PostgreSQL;SQLite","None","Next.js;Node.js;React","Information Services; IT; Software Development; Technology","None","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"1464","East London Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript","MySQL;SQLite","Amazon Web Services (AWS);Digital Ocean;Heroku","Django;jQuery;Node.js;React;WordPress","Not Stated","Bing AI;ChatGPT;WolframAlpha","Writing code;Documenting code;Testing code","Independent contractor, freelancer, or self-employed"
"1465","East London Campus","Data Science","I am a developer by profession","Developer Experience","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;SQL","Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Netlify","None","Financial Services","None","None","Employed, full-time"
"1466","East London Campus","Data Science","I am a developer by profession","Other (please specify):","Something else","HTML/CSS;JavaScript;Kotlin;Swift","MongoDB","Firebase;Heroku","Angular;Express;React","Other","None","None","Independent contractor, freelancer, or self-employed"
"1467","East London Campus","IT","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java;Python;Rust;SQL;TypeScript","MongoDB;MySQL","Amazon Web Services (AWS)","Node.js;React;Spring Boot","Information Services; IT; Software Development; Technology","ChatGPT;WolframAlpha","Writing code;Debugging and getting help","Employed, full-time"
"1468","East London Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineer; site reliability","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);PowerShell;Python;Ruby;Solidity","Dynamodb;InfluxDB;MariaDB;MongoDB;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Colocation;Digital Ocean;Google Cloud;Microsoft Azure","Django;Flask","Financial Services","Bing AI;ChatGPT","None","Employed, full-time"
"1469","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;Python;SQL","MongoDB;MySQL","Amazon Web Services (AWS)","Express;jQuery;Node.js;React","Financial Services","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help","Employed, full-time;Independent contractor, freelancer, or self-employed"
"1470","East London Campus","Computer Science","I am a developer by profession","Engineering manager","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#","Cosmos DB;Elasticsearch;Microsoft SQL Server;SQLite","Microsoft Azure","ASP.NET CORE;Blazor","Financial Services","Bing AI;ChatGPT","Learning about a codebase;Writing code;Documenting code;Testing code;Committing and reviewing code","Employed, full-time"
"1471","East London Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Some college/university study without earning a degree","C;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL","MongoDB;PostgreSQL","Amazon Web Services (AWS)","Django;Express;Next.js;Node.js;React","Not Stated","ChatGPT","None","Student, full-time"
"1472","East London Campus","Computer Science","I am a developer by profession","Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;Go;Python;Rust;TypeScript","Elasticsearch;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Microsoft Azure","Express;React","Not Stated","ChatGPT","Writing code;Documenting code","Employed, full-time"
"1473","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Data ;business analyst","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL;VBA","Microsoft Access;MySQL;PostgreSQL;SQLite","None","None","Not Stated","ChatGPT","None","Employed, full-time"
"1474","East London Campus","Computer Science","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java","Dynamodb;Oracle","Amazon Web Services (AWS);Netlify","Spring Boot","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"1475","East London Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;HTML/CSS;JavaScript;PHP;SQL;Visual Basic (.Net)","Microsoft Access;Microsoft SQL Server;MySQL;Oracle;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Linode, now Akamai;Managed Hosting;Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor;jQuery;WordPress","Healthcare","Bing AI","None","Employed, full-time"
"1476","East London Campus","IT","I used to be a developer by profession, but no longer am","Security professional","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Python;Rust;Scala;SQL","PostgreSQL;SQLite","Amazon Web Services (AWS);Hetzner","Play Framework","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"1477","East London Campus","Computer Science","I code primarily as a hobby","N/A","Something else","HTML/CSS;Python;Rust","None","None","None","Not Stated","None","None","Student, part-time"
"1478","East London Campus","IT","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Ruby;TypeScript","PostgreSQL;Redis","Amazon Web Services (AWS);Heroku","React;Ruby on Rails","Not Stated","ChatGPT;WolframAlpha","None","Employed, full-time"
"1479","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;TypeScript","MariaDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean","CodeIgniter;Express;jQuery;Laravel;NestJS;Node.js;Symfony;Vue.js","Not Stated","None","None","Independent contractor, freelancer, or self-employed"
"1480","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript","Elasticsearch;Firebase Realtime Database;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Managed Hosting;Microsoft Azure","Express;Laravel;Node.js;Vue.js","Insurance","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help","Employed, full-time"
"1481","East London Campus","IT","I am a developer by profession","Developer; back-end","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C++;Python","None","Google Cloud","None","Financial Services","None","None","Employed, full-time"
"1482","East London Campus","IT","I am a developer by profession","Developer; front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;C++;HTML/CSS;Java;JavaScript;MATLAB;Python;TypeScript","Microsoft SQL Server;MongoDB;MySQL;PostgreSQL","Firebase;Microsoft Azure;Netlify","Next.js;Node.js;React;Spring Boot;Vue.js","Not Stated","None","None","Employed, full-time"
"1483","East London Campus","Data Science","None of these","Not Stated","Not Stated","Not Stated","None","None","None","Not Stated","None","None","Not Stated"
"1484","East London Campus","Data Science","I code primarily as a hobby","Project manager","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C;C++;Java;JavaScript","Cosmos DB;Elasticsearch;PostgreSQL","Microsoft Azure","React","Manufacturing; Transportation; Supply Chain","None","None","Employed, full-time"
"1485","East London Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not Stated","None","None","None","Not Stated","None","None","Employed, full-time"
"1486","East London Campus","Data Science","I am a developer by profession","Developer; back-end","Some college/university study without earning a degree","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript","Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","Django;FastAPI;Flask;React","Financial Services","Bing AI;ChatGPT;Google Bard AI","Learning about a codebase;Writing code;Debugging and getting help;Testing code","Independent contractor, freelancer, or self-employed"
"1487","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL","Firebase Realtime Database;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL","Amazon Web Services (AWS);Firebase;Google Cloud;Netlify;Vercel","CodeIgniter;Express;jQuery;Laravel;Nuxt.js;React;Vue.js;WordPress","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"1488","East London Campus","IT","I am a developer by profession","Developer; front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;R;SQL;TypeScript","Firebase Realtime Database;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Heroku","Angular;Django;FastAPI;Flask;Node.js;React","Not Stated","ChatGPT;WolframAlpha","Writing code;Documenting code;Debugging and getting help","Student, full-time;Employed, part-time"
"1489","East London Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Project manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;TypeScript","Microsoft SQL Server;Redis","None","Angular;ASP.NET;ASP.NET CORE","Not Stated","ChatGPT","None","Employed, full-time"
"1490","East London Campus","Computer Science","I am a developer by profession","Engineer; site reliability","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;Go;JavaScript;Lua;Python;Rust","Dynamodb;Redis","Amazon Web Services (AWS)","None","Other","None","Writing code;Documenting code","Employed, full-time"
"1491","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript","Elasticsearch;MongoDB;PostgreSQL","Amazon Web Services (AWS)","Angular;NestJS;Node.js;React;Spring Boot;Svelte","Information Services; IT; Software Development; Technology","ChatGPT","Writing code;Debugging and getting help;Testing code","Employed, full-time"
"1492","East London Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript","Cassandra;Elasticsearch;H2;PostgreSQL","Amazon Web Services (AWS)","None","Not Stated","None","None","Employed, full-time"
"1493","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;TypeScript","Microsoft SQL Server","Microsoft Azure","Angular;ASP.NET","Financial Services","None","None","Employed, full-time"
"1494","East London Campus","Computer Science","I am a developer by profession","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Rust;TypeScript","None","Vultr","Nuxt.js;Vue.js","Not Stated","None","None","Student, full-time"
"1495","East London Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL","Microsoft SQL Server;RavenDB;Redis","Microsoft Azure","Angular;ASP.NET CORE;FastAPI;Flask;Node.js","Not Stated","None","None","Employed, full-time"
"1496","East London Campus","Computer Science","I am a developer by profession","Developer; embedded applications ;devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;Kotlin;Python;Rust;TypeScript","MariaDB;MySQL","Microsoft Azure;VMware","AngularJS;Django;Node.js","Manufacturing; Transportation; Supply Chain","ChatGPT;WolframAlpha","Learning about a codebase;Writing code","Employed, full-time"
"1497","East London Campus","IT","I am a developer by profession","Developer; desktop ;enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;C++;HTML/CSS;Java;JavaScript;Python;SQL","Microsoft Access;Microsoft SQL Server;SQLite","Google Cloud;Microsoft Azure","ASP.NET;ASP.NET CORE;jQuery;WordPress","Not Stated","None","Writing code","Independent contractor, freelancer, or self-employed"
"1498","East London Campus","Data Science","I am learning to code","N/A","Something else","Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Python","PostgreSQL;SQLite","Digital Ocean;Linode, now Akamai","None","Not Stated","ChatGPT","None","Student, full-time"
"1499","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);C#;Haskell;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript","Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;MongoDB;MySQL;Oracle;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Netlify;Vercel","Next.js;Node.js;React","N/A","Bing AI;ChatGPT","Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help","Not employed, but looking for work"
"1500","East London Campus","IT","I am a developer by profession","Developer; desktop ;enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#","None","None","None","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"1501","East London Campus","Data Science","I am learning to code","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;C#;Haskell;HTML/CSS;Java;Python","None","None","None","Not Stated","Bing AI;ChatGPT;WolframAlpha","Writing code;Documenting code","Student, full-time"
"1502","East London Campus","IT","I code primarily as a hobby","Other (please specify):","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;C#;C++;Java;JavaScript;Zig","None","None","ASP.NET;Node.js","Not Stated","ChatGPT","None","Independent contractor, freelancer, or self-employed"
"1503","East London Campus","IT","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net)","MariaDB;Microsoft SQL Server;MongoDB;MySQL","Linode, now Akamai;Microsoft Azure;Netlify","ASP.NET;ASP.NET CORE;Blazor;Svelte","Not Stated","ChatGPT","Writing code;Debugging and getting help;Testing code","Independent contractor, freelancer, or self-employed"
"1504","East London Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Lua;PHP;Python;Rust;SQL","Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Google Cloud;Heroku;Microsoft Azure;OVH","jQuery;Laravel;Node.js;React;Ruby on Rails","Information Services; IT; Software Development; Technology","ChatGPT","Writing code;Testing code","Employed, full-time"
"1505","East London Campus","Computer Science","I am a developer by profession","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Swift;TypeScript;Visual Basic (.Net)","None","Amazon Web Services (AWS)","React","Not Stated","ChatGPT","Writing code;Documenting code;Debugging and getting help","Student, full-time"
"1506","East London Campus","IT","I am a developer by profession","Hardware Engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;Python","PostgreSQL;SQLite","None","Django;FastAPI","Manufacturing; Transportation; Supply Chain","None","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"1507","East London Campus","Computer Science","I code primarily as a hobby","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Python","None","None","None","Not Stated","None","None","Employed, full-time"
"1508","East London Campus","Data Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C++;HTML/CSS;JavaScript;TypeScript","Dynamodb;Elasticsearch;Redis","Amazon Web Services (AWS)","jQuery;Node.js;React","Not Stated","None","None","Employed, full-time"
"1509","East London Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java","Dynamodb;MongoDB;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","Spring Boot","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"1510","East London Campus","IT","I am a developer by profession","Developer; desktop ;enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++","None","None","None","Not Stated","None","None","Employed, full-time"
"1511","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;TypeScript","MySQL;Neo4J;Redis","None","Angular;Express;Node.js","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"1512","East London Campus","Computer Science","I am a developer by profession","Project manager","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript","Firebase Realtime Database;Firebird;H2;MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Hetzner;Microsoft Azure;Netlify;OVH;Vercel","Express;Laravel;Node.js;React;Spring Boot","Other","ChatGPT","Documenting code;Debugging and getting help","Employed, part-time"
"1513","East London Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript","Dynamodb;PostgreSQL;SQLite","Amazon Web Services (AWS);Vercel","None","Not Stated","ChatGPT","None","Employed, full-time"
"1514","East London Campus","Computer Science","I am a developer by profession","Student","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lisp;Python;Rust;TypeScript","Firebase Realtime Database;MongoDB;PostgreSQL;SQLite;Supabase","Firebase;Google Cloud;Vercel","Flask;Next.js;React;Svelte","Not Stated","None","None","Independent contractor, freelancer, or self-employed;Student, full-time"
"1515","East London Campus","IT","I code primarily as a hobby","Other (please specify):","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C;C++;Go;Java;Python;Rust;SQL;Swift;Zig","MongoDB;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Managed Hosting","Node.js","Not Stated","Bing AI;ChatGPT;You.com","None","Employed, full-time"
"1516","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Rust;SQL;TypeScript","PostgreSQL","Render;Vercel","Deno;Next.js;Node.js;React;Svelte","Not Stated","ChatGPT","None","Employed, part-time"
"1517","East London Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Python;SQL","PostgreSQL;Solr","Amazon Web Services (AWS)","jQuery;Spring Boot","Not Stated","None","None","Employed, full-time"
"1518","East London Campus","Computer Science","I am learning to code","Seni;Executive (C-Suite, VP, etc.)","Some college/university study without earning a degree","HTML/CSS;JavaScript;SQL;VBA","None","None","None","Not Stated","None","None","Employed, full-time"
"1519","East London Campus","IT","I am a developer by profession","Developer; full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;HTML/CSS;JavaScript;PHP;SQL","MariaDB;Microsoft SQL Server;SQLite","None","ASP.NET CORE","Not Stated","None","None","Employed, full-time"
"1520","East London Campus","Computer Science","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Python;Scala","Elasticsearch;MongoDB","None","Play Framework","Not Stated","ChatGPT","Writing code","Employed, full-time"
"1521","East London Campus","Computer Science","I am a developer by profession","Data scientist ;machine learning specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Python","PostgreSQL","Amazon Web Services (AWS);OVH","Django","Information Services; IT; Software Development; Technology","ChatGPT;WolframAlpha","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"1522","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","HTML/CSS;JavaScript;Python;SQL;TypeScript","MongoDB","Heroku","Angular;AngularJS;Django;Node.js;WordPress","Not Stated","ChatGPT","Writing code;Debugging and getting help","Employed, full-time"
"1523","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","Apex;C#;Go;HTML/CSS;JavaScript;PHP;Python;SQL","BigQuery;Elasticsearch;MySQL;PostgreSQL;Redis;Solr;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Vultr","Angular;jQuery;Laravel;Next.js;Node.js;WordPress","Retail and Consumer Services","ChatGPT","Writing code;Documenting code","Employed, full-time"
